iter	Logloss
176	0.5002326029
177	0.499336357
178	0.4985997689
179	0.4977180277
180	0.4970390109
181	0.4965206427
182	0.4957489055
183	0.4955262542
184	0.4948404054
185	0.494527509
186	0.4937719228
187	0.4933137656
188	0.4923950415
189	0.4920274846
190	0.4911619802
191	0.4899095352
192	0.4892188621
193	0.4881840713
194	0.4877405538
195	0.4870205005
196	0.4862638219
197	0.4849969945
198	0.4840898325
199	0.4835275947
200	0.4828487677
201	0.4819383615
202	0.4811722004
203	0.4806376945
204	0.4796265406
205	0.4788029078
206	0.4779411262
207	0.4773879465
208	0.4766736219
209	0.475879449
210	0.475069664
211	0.474590293
212	0.4735011069
213	0.4730824749
214	0.4717920678
215	0.4709510542
216	0.4706929685
217	0.4700061387
218	0.4692854352
219	0.4684256218
220	0.467354696
221	0.4667926425
222	0.465923254
223	0.4651628897
224	0.4642252819
225	0.4635331813
226	0.4626851495
227	0.4619328939
228	0.461582404
229	0.4608947604
230	0.4602949218
231	0.4594687011
232	0.4586295169
233	0.4580225586
234	0.4573465859
235	0.4569265988
236	0.4562154285
237	0.45572562
238	0.4550254594
239	0.4540909784
240	0.4536940097
241	0.4530853106
242	0.4527355195
243	0.451937608
244	0.4512102275
245	0.4504254752
246	0.4495545115
247	0.4489088618
248	0.4480584197
249	0.4474434141
250	0.4467379451
251	0.4458128968
252	0.4452081365
253	0.4442085441
254	0.4434402068
255	0.4424551555
256	0.4415744573
257	0.4411285106
258	0.4403846057
259	0.4393372408
260	0.4385382345
261	0.4375558106
262	0.437011824
263	0.4366012964
264	0.4358638908
265	0.4354839745
266	0.4350327223
267	0.4341662216
268	0.4336384821
269	0.4331995845
270	0.4319980984
271	0.4313556278
272	0.4309688022
273	0.4301823019
274	0.4296117127
275	0.4290905187
276	0.4284472508
277	0.4281088752
278	0.4272495685
279	0.426364864
280	0.4260601541
281	0.4256235355
282	0.4252118821
283	0.4245001467
284	0.423804403
285	0.4223437765
286	0.421697026
287	0.4208536945
288	0.4203469017
289	0.419666047
290	0.4191862722
291	0.4182165746
292	0.4178635752
293	0.4174691354
294	0.4167552335
295	0.4161052047
296	0.4153899848
297	0.4149953285
298	0.4146180962
299	0.414084561
300	0.4136215911
301	0.4131271146
302	0.4126969923
303	0.4120983092
304	0.4115816063
305	0.4109699367
306	0.4106171222
307	0.4100352003
308	0.4095222816
309	0.408639324
310	0.4083773056
311	0.4078903612
312	0.4072425882
313	0.4068137529
314	0.4062670998
315	0.4056191651
316	0.4047218695
317	0.4038223758
318	0.403553099
319	0.402784741
320	0.4024908944
321	0.4021325768
322	0.4014183344
323	0.4009299315
324	0.4003628863
325	0.39971845
326	0.3988786729
327	0.3978856145
328	0.39753382
329	0.3970460417
330	0.3963406037
331	0.3958543697
332	0.3954451826
333	0.3948468207
334	0.3943101186
335	0.3939017167
336	0.3934689328
337	0.3933410973
338	0.3926732266
339	0.3922743834
340	0.3919075095
341	0.3915572568
342	0.3907412357
343	0.3902609762
344	0.3897550684
345	0.389256172
346	0.3888354235
347	0.3882671047
348	0.3877611647
349	0.3872607022
350	0.3866148992
351	0.3861594182
352	0.3857434465
353	0.3853500364
354	0.3847583356
355	0.3844400124
356	0.3841321715
357	0.3836429837
358	0.3830898498
359	0.3827688569
360	0.3822317567
361	0.3816022313
362	0.381288439
363	0.3809345967
364	0.3799886025
365	0.3796258909
366	0.378937956
367	0.378180915
368	0.3776615639
369	0.3772334417
370	0.3770081282
371	0.3766137054
372	0.3759998326
373	0.3755497644
374	0.3749472414
375	0.374645852
376	0.3742468606
377	0.3738064431
378	0.3734194442
379	0.3727526847
380	0.3719615489
381	0.3715574033
382	0.3710201784
383	0.3701745165
384	0.3695497598
385	0.3688474632
386	0.3683525598
387	0.367878895
388	0.3670991291
389	0.3667550093
390	0.3663548474
391	0.3659977718
392	0.3655324794
393	0.365072649
394	0.3648486913
395	0.3646325463
396	0.3638554164
397	0.3635367669
398	0.3632463195
399	0.3628821108
400	0.3627031041
401	0.3621443388
402	0.3615259562
403	0.361291681
404	0.3610635899
405	0.3608089071
406	0.3604185301
407	0.3599736283
408	0.3594701351
409	0.3590001914
410	0.3582695136
411	0.3577731373
412	0.3572297051
413	0.3568133034
414	0.3563906973
415	0.3557888315
416	0.3552815196
417	0.3550407604
418	0.3541704523
419	0.3539317737
420	0.3536811647
421	0.353319419
422	0.3529216583
423	0.3523874283
424	0.3514689849
425	0.3510827875
426	0.3505492803
427	0.3499807992
428	0.3498279209
429	0.3494165713
430	0.3489333139
431	0.3483625696
432	0.3481427662
433	0.3478880963
434	0.3475365818
435	0.3470415826
436	0.3462100838
437	0.3459090329
438	0.3453591578
439	0.3450691989
440	0.3447381596
441	0.3442975295
442	0.3437012519
443	0.3432610616
444	0.3427730857
445	0.3425562589
446	0.342073734
447	0.3415677012
448	0.3411038561
449	0.3406854746
450	0.3402314992
451	0.3398954543
452	0.3394015818
453	0.3391389956
454	0.3387992969
455	0.3382101059
456	0.337869244
457	0.3375049221
458	0.3370124257
459	0.3365982859
460	0.3359919823
461	0.3358184209
462	0.3355425274
463	0.3354645466
464	0.3350938857
465	0.3345231304
466	0.3342481167
467	0.3340514515
468	0.3335926396
469	0.3332096655
470	0.3329496493
471	0.3325024214
472	0.332354156
473	0.3321304552
474	0.3317774762
475	0.3313380033
476	0.3309047955
477	0.3304744415
478	0.3301044225
479	0.3298020798
480	0.329467722
481	0.328791136
482	0.328619971
483	0.3282103113
484	0.327803307
485	0.3275116357
486	0.3272757038
487	0.3268084763
488	0.3265582347
489	0.3260835111
490	0.3255724676
491	0.3252314189
492	0.3247511515
493	0.3241771849
494	0.3238393102
495	0.3234920328
496	0.3227760004
497	0.3224953495
498	0.3220826336
499	0.3218193127
500	0.3216724052
501	0.3213874768
502	0.3210266248
503	0.3204190546
504	0.3200586928
505	0.3198264527
506	0.3195861861
507	0.3191973169
508	0.3187754352
509	0.3185127849
510	0.3181455868
511	0.3176551343
512	0.3173655013
513	0.3169000097
514	0.3161031111
515	0.3153433441
516	0.3149579329
517	0.3147555866
518	0.3143870645
519	0.314203835
520	0.3136179672
521	0.3133627675
522	0.3130534243
523	0.3128365789
524	0.312136408
525	0.3115191815
526	0.3112192996
527	0.3108968011
528	0.3104262474
529	0.3100524061
530	0.3097631804
531	0.3095478714
532	0.3091652871
533	0.3086725957
534	0.3084182794
535	0.3080594196
536	0.3077665358
537	0.3074877962
538	0.3069947286
539	0.3066665886
540	0.306176303
541	0.305424832
542	0.3051712817
543	0.3047243457
544	0.3042871703
545	0.3035336258
546	0.3032111748
547	0.3031650505
548	0.3026116256
549	0.3024436479
550	0.3019174687
551	0.3015486306
552	0.3011161664
553	0.3007066983
554	0.3006612254
555	0.3003177625
556	0.3001327332
557	0.2998352568
558	0.299655671
559	0.2992362474
560	0.2989672702
561	0.2986262313
562	0.2983072868
563	0.2979175746
564	0.2977864539
565	0.2973218837
566	0.2969666014
567	0.2966990012
568	0.2962042945
569	0.2956428093
570	0.2953786114
571	0.294991288
572	0.2947368625
573	0.2942174424
574	0.2939248295
575	0.2934219731
576	0.2931364419
577	0.2927984732
578	0.2924448982
579	0.2922155906
580	0.2917299155
581	0.2914038203
582	0.2909236228
583	0.2905885504
584	0.2902722906
585	0.2902134164
586	0.2899452244
587	0.2894515432
588	0.2892297762
589	0.2887235986
590	0.2885212667
591	0.2880734427
592	0.2877193051
593	0.2873218026
594	0.2869111917
595	0.2865530322
596	0.2861205032
597	0.2856319997
598	0.2853631855
599	0.285055599
600	0.2845286414
601	0.2841875255
602	0.2838415972
603	0.2837521285
604	0.2835335376
605	0.2831359919
606	0.2826929375
607	0.2824431399
608	0.28210491
609	0.2815856049
610	0.2811797617
611	0.2808303033
612	0.280285713
613	0.2797803702
614	0.279604653
615	0.2791879329
616	0.2789602897
617	0.2787437758
618	0.278501184
619	0.2782847933
620	0.2781758342
621	0.2779924447
622	0.277733905
623	0.2775178792
624	0.2771833804
625	0.2769913357
626	0.2768261126
627	0.2765582782
628	0.2761155926
629	0.2758548883
630	0.2754560362
631	0.2752915472
632	0.2750137327
633	0.27448846
634	0.2741500641
635	0.2739115509
636	0.2737163886
637	0.2734173792
638	0.2730620473
639	0.2728808702
640	0.2726410822
641	0.2721215325
642	0.2719227553
643	0.2714114168
644	0.2711413363
645	0.2710111692
646	0.2707979177
647	0.2703163426
648	0.2700353663
649	0.269725306
650	0.2695115647
651	0.2692646126
652	0.2688703756
653	0.2686608826
654	0.2684997177
655	0.268294106
656	0.267954941
657	0.2677740953
658	0.2674614672
659	0.2668030481
660	0.2664347857
661	0.266211247
662	0.2659042666
663	0.2656975252
664	0.2651610426
665	0.2645323109
666	0.2642237328
667	0.2637813453
668	0.2633076106
669	0.2630804312
670	0.2625973474
671	0.2625441858
672	0.2622552277
673	0.2620763198
674	0.2620265189
675	0.2618036872
676	0.2613272816
677	0.2611423767
678	0.2607817753
679	0.260595457
680	0.2604278743
681	0.2599037238
682	0.2595000316
683	0.2590414702
684	0.2587485262
685	0.2585967268
686	0.2581959531
687	0.2578283956
688	0.2574063819
689	0.2572126106
690	0.2567172604
691	0.2564059149
692	0.2560554697
693	0.2557893657
694	0.2556203926
695	0.2553983364
696	0.2549973392
697	0.2548010048
698	0.2545252047
699	0.2540590082
700	0.2537906216
701	0.2533759499
702	0.2530258474
703	0.25243689
704	0.2522771334
705	0.2520762423
706	0.2519259593
707	0.251547454
708	0.2511823506
709	0.2509389264
710	0.2506932227
711	0.2503621697
712	0.2500081257
713	0.2496555901
714	0.24946603
715	0.2490511531
716	0.2487726549
717	0.2486147315
718	0.2485035807
719	0.2481427095
720	0.2478923974
721	0.2475743166
722	0.2473980131
723	0.2469120828
724	0.2465708304
725	0.2463737106
726	0.2461608238
727	0.2459301045
728	0.245708038
729	0.2455877403
730	0.2453701022
731	0.2449430014
732	0.2448032574
733	0.2446727181
734	0.2443664786
735	0.2439676167
736	0.2437301765
737	0.2433278868
738	0.2431842417
739	0.2430043351
740	0.2427560818
741	0.2424766549
742	0.2421612895
743	0.2420253079
744	0.2417026217
745	0.2413715085
746	0.2412731964
747	0.2411957754
748	0.2409571257
749	0.2407628304
750	0.2404197315
751	0.2402610794
752	0.239965843
753	0.2396229861
754	0.2394883785
755	0.2389684529
756	0.238705539
757	0.2384881475
758	0.2383577945
759	0.2381795554
760	0.2378794314
761	0.2376648592
762	0.2374104447
763	0.2370505743
764	0.2367316159
765	0.236430575
766	0.2362106272
767	0.2360065525
768	0.2357862753
769	0.2356474439
770	0.235276908
771	0.2349981398
772	0.2348690887
773	0.2347711851
774	0.2345383143
775	0.2340630819
776	0.2338558852
777	0.2333658134
778	0.2329128318
779	0.2328639374
780	0.2326535358
781	0.2322582545
782	0.2322125365
783	0.2319179408
784	0.2317689031
785	0.2313465421
786	0.2311987028
787	0.2310002519
788	0.2308761745
789	0.2306231504
790	0.2302830262
791	0.2301329025
792	0.2299481615
793	0.22956773
794	0.2292863237
795	0.2290877143
796	0.2288980119
797	0.2287257116
798	0.2285889418
799	0.2284183376
800	0.2280330028
801	0.2277420651
802	0.2275306348
803	0.2273619237
804	0.2271769892
805	0.226820619
806	0.2264344151
807	0.2260556589
808	0.2256829206
809	0.2254125344
810	0.2252508359
811	0.2251028496
812	0.2249745863
813	0.2245230476
814	0.224357024
815	0.2241207445
816	0.2238529992
817	0.2237327797
818	0.2233024021
819	0.2230714105
820	0.2228364584
821	0.2227063498
822	0.2224224176
823	0.2222798001
824	0.2220737378
825	0.2217911327
826	0.2217339812
827	0.2215519479
828	0.2212907617
829	0.220833272
830	0.2206185823
831	0.220186173
832	0.2197128852
833	0.2195924942
834	0.219280998
835	0.2190742309
836	0.2188517698
837	0.218649161
838	0.2183879699
839	0.2182012688
840	0.2179392226
841	0.2178016132
842	0.2176580204
843	0.2171904414
844	0.2169664265
845	0.2168632959
846	0.2164523985
847	0.2162091762
848	0.2159829792
849	0.2158043794
850	0.2155269839
851	0.2154541736
852	0.2150865723
853	0.2148497237
854	0.2146496399
855	0.2142054171
856	0.2138659899
857	0.2137650603
858	0.213445831
859	0.213105318
860	0.2129780779
861	0.2127254205
862	0.2124122691
863	0.2120381758
864	0.2119076678
865	0.21164671
866	0.2114235211
867	0.2111635363
868	0.2109699356
869	0.2107418099
870	0.2105629788
871	0.2104178997
872	0.2102504198
873	0.2101916675
874	0.2100096634
875	0.2097254916
876	0.2096065047
877	0.2094723842
878	0.2093078708
879	0.2090395209
880	0.2085455921
881	0.2085208821
882	0.208407971
883	0.2082467374
884	0.2080673448
885	0.2078835817
886	0.2076883818
887	0.2074294104
888	0.207005216
889	0.2069006991
890	0.206767901
891	0.206565502
892	0.2064015601
893	0.206247101
894	0.2061626032
895	0.2059276922
896	0.2056665144
897	0.2054992087
898	0.2053901839
899	0.2052619142
900	0.2051311833
901	0.2049040331
902	0.2046018431
903	0.2042266114
904	0.2041146238
905	0.2039604728
906	0.2037116634
907	0.2035081368
908	0.2033590404
909	0.2032352885
910	0.2030528357
911	0.2027845591
912	0.2025505686
913	0.2022904057
914	0.2021349048
915	0.2018470139
916	0.2014805684
917	0.2013330025
918	0.2012737778
919	0.2009462959
920	0.2006666966
921	0.2003338188
922	0.2000611417
923	0.1999681625
924	0.1996894407
925	0.1995578524
926	0.1994402675
927	0.1993283184
928	0.1992197542
929	0.199047773
930	0.1989435096
931	0.1985823725
932	0.1984011128
933	0.1981866665
934	0.1980728163
935	0.1977915143
936	0.1976184965
937	0.197381182
938	0.1972045824
939	0.1970488925
940	0.196834265
941	0.1965411128
942	0.196417299
943	0.1960011654
944	0.1958312733
945	0.1956724871
946	0.1953508571
947	0.195198239
948	0.1950339842
949	0.1948717937
950	0.1947656805
951	0.1944806188
952	0.1943191535
953	0.1941792062
954	0.193999282
955	0.1937636072
956	0.1934503747
957	0.1931576455
958	0.1930966464
959	0.1929361956
960	0.1926236583
961	0.19235248
962	0.1922277822
963	0.1920306822
964	0.1918837536
965	0.191615398
966	0.1914672836
967	0.1912534246
968	0.1911043839
969	0.1908274868
970	0.1904727855
971	0.1903806751
972	0.1902058971
973	0.1900640451
974	0.1899114499
975	0.189838662
976	0.1896057416
977	0.1894289038
978	0.1893092029
979	0.1891112229
980	0.1889474512
981	0.1886949641
982	0.1885381773
983	0.1883865788
984	0.188319633
985	0.1879403062
986	0.1877925259
987	0.1876838974
988	0.1875861
989	0.1873906594
990	0.187288407
991	0.1871868481
992	0.1870162785
993	0.186714228
994	0.1865308438
995	0.1865236476
996	0.1863815404
997	0.1862167556
998	0.1860732491
999	0.1857267127
